"use_intt_id","biz_no","bank_cd","acct_no","trsc_dt","trsc_seq_no","curr_cd","loan_trsc_dv","acct_no_ext","trsc_tm","trsc_amt","loan_trsc_amt","loan_bal","loan_rate","loan_intr_st_dt","loan_intr_en_dt","loan_intr_period","loan_intr_amt","loan_intr_nrml_amt","loan_intr_over_amt","loan_intr_rtrn_amt","note1","note2","reg_dtm","corc_dtm","mnul_wrt_yn","cust_type_cont","cust_brn"
WP2148635102_02,"2148635102","10000088","544222535393","20240531",62.00,KRW,대출금 상환,,,0.00,44229405.00,44229405.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",63.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,39179.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",64.00,KRW,대출금 상환,,,0.00,13580325.00,13580325.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",65.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,12029.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",66.00,KRW,대출금 상환,,,0.00,101132075.00,101132075.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",67.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,89585.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",68.00,KRW,대출금 상환,,,0.00,15596955.00,15596955.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",69.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,13816.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",81.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,11445.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",82.00,KRW,대출금 상환,,,0.00,11401500.00,11401500.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",83.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,10099.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",21.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,15777.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",44.00,KRW,대출금 상환,,,0.00,51933420.00,51933420.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",45.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,98567.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",46.00,KRW,대출금 상환,,,0.00,25522695.00,25522695.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",47.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,48440.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",0.00,KRW,대출금 상환,,,0.00,110245300.00,110245300.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",1.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,97658.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",2.00,KRW,대출금 상환,,,0.00,17570850.00,17570850.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",3.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,15564.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",4.00,KRW,대출금 상환,,,0.00,90373525.00,90373525.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",5.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,80055.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",6.00,KRW,대출금 상환,,,0.00,31173120.00,31173120.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",7.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,27613.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",8.00,KRW,대출금 상환,,,0.00,71292320.00,71292320.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",9.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,63152.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",10.00,KRW,대출금 상환,,,0.00,7561620.00,7561620.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",11.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,6698.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",12.00,KRW,대출금 상환,,,0.00,16666815.00,16666815.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",13.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,14763.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",14.00,KRW,대출금 상환,,,0.00,15158550.00,15158550.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",15.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,13427.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",16.00,KRW,대출금 상환,,,0.00,35716340.00,35716340.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",17.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,31638.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",18.00,KRW,대출금 상환,,,0.00,18999090.00,18999090.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",19.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,16829.00,0.00,0.00,0.00,약정이자,"","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",73.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,36736.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",74.00,KRW,대출금 상환,,,0.00,22720500.00,22720500.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",75.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,20126.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",76.00,KRW,대출금 상환,,,0.00,101804450.00,101804450.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",77.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,90180.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",78.00,KRW,대출금 상환,,,0.00,6078105.00,6078105.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",79.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,5384.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",80.00,KRW,대출금 상환,,,0.00,12920545.00,12920545.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",0.00,KRW,대출금 상환,,,0.00,63379360.00,63379360.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",1.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,56143.00,0.00,0.00,0.00,약정이자,"","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",2.00,KRW,대출금 상환,,,0.00,69674880.00,69674880.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",3.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,61719.00,0.00,0.00,0.00,약정이자,"","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",20.00,KRW,대출금 상환,,,0.00,17811090.00,17811090.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173414","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",70.00,KRW,대출금 상환,,,0.00,92748590.00,92748590.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",71.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,82159.00,0.00,0.00,0.00,약정이자,"","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240531",72.00,KRW,대출금 상환,,,0.00,41471595.00,41471595.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531173413","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",5.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,58999.00,0.00,0.00,0.00,약정이자,"","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",6.00,KRW,대출금 상환,,,0.00,154319550.00,154319550.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",7.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,136700.00,0.00,0.00,0.00,약정이자,"","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240531",9.00,KRW,"1",,,0.00,0.00,0.00,4.63,,"20240530",0.00,115999.00,0.00,0.00,0.00,약정이자,"","20240605165335","0240606212021",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240530",0.00,KRW,대출이자납부,,,0.00,0.00,2000000000.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240531090157","0240605212019",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240530",1.00,KRW,"1",,,0.00,0.00,0.00,4.76,,"20240529",0.00,7796557.00,0.00,0.00,0.00,약정이자,"","20240531090157","0240605212019",N,,
WP2148635102_02,"2148635102","10000003","1742224295322253","20240520",0.00,KRW,이자수입,,,777618.00,0.00,122721544.00,6.38,,"20240519",0.00,777618.00,0.00,0.00,0.00,"","","20240520122939","0240526212016",N,,
WP2148635102_02,"2148635102","10000003","1742223315422326","20240516",0.00,KRW,이자수입,,,26831420.00,0.00,7000000000.00,4.66,,"20240514",0.00,26831420.00,0.00,0.00,0.00,"","","20240516093308","0240522192013",N,,
WP2148635102_02,"2148635102","10000003","1742223315422368","20240516",0.00,KRW,이자수입,,,3735655.00,0.00,1000000000.00,4.56,,"20240514",0.00,3735655.00,0.00,0.00,0.00,"","","20240516093308","0240522192013",N,,
WP2148635102_02,"2148635102","10000003","1742224295322253","20240516",0.00,KRW,원금상환,,,30000000.00,30000000.00,122721544.00,6.38,,"20240515",0.00,0.00,0.00,0.00,0.00,"","","20240519051223","0240522192013",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240510",1.00,KRW,"1",,,0.00,0.00,0.00,4.80,,"20240509",0.00,2884464.00,0.00,0.00,0.00,약정이자,"","20240513084805","0240516212012",N,,
WP2148635102_02,"2148635102","10000088","544222559034","20240510",0.00,KRW,대출금 상환,,,0.00,2000000000.00,2000000000.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240513084806","0240516212012",N,,
WP2148635102_02,"2148635102","10000003","17422923826278","20240507",0.00,KRW,이자원가,,,0.00,0.00,0.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240507053715","0240513212015",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",33.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,97813.00,0.00,0.00,0.00,약정이자,"","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",34.00,KRW,대출금 상환,,,0.00,193063970.00,193063970.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",35.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,121308.00,0.00,0.00,0.00,약정이자,"","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",36.00,KRW,대출금 상환,,,0.00,166094720.00,166094720.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",37.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,104362.00,0.00,0.00,0.00,약정이자,"","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",2.00,KRW,대출금 상환,,,0.00,20090400.00,20090400.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",1.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,350038.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",0.00,KRW,대출금 상환,,,0.00,110478885.00,110478885.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",29.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,92651.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",31.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,29260.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",32.00,KRW,대출금 상환,,,0.00,36902415.00,36902415.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",33.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,69930.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",34.00,KRW,대출금 상환,,,0.00,91599420.00,91599420.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",35.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,173580.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",36.00,KRW,대출금 상환,,,0.00,28229850.00,28229850.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",31.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,297058.00,0.00,0.00,0.00,약정이자,"","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",32.00,KRW,대출금 상환,,,0.00,155671615.00,155671615.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",29.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,334864.00,0.00,0.00,0.00,약정이자,"","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",30.00,KRW,대출금 상환,,,0.00,156830080.00,156830080.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240503150417","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",20.00,KRW,대출금 상환,,,0.00,73893600.00,73893600.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",21.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,139964.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",22.00,KRW,대출금 상환,,,0.00,98376795.00,98376795.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",23.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,161284.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",24.00,KRW,대출금 상환,,,0.00,61691520.00,61691520.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",25.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,38762.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",38.00,KRW,대출금 상환,,,0.00,48770370.00,48770370.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",11.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,116825.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",12.00,KRW,대출금 상환,,,0.00,58680160.00,58680160.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",13.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,111148.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",14.00,KRW,대출금 상환,,,0.00,22739805.00,22739805.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",15.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,43072.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",16.00,KRW,대출금 상환,,,0.00,49199535.00,49199535.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",39.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,92419.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",19.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,37998.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",18.00,KRW,대출금 상환,,,0.00,20060865.00,20060865.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",17.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,93190.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",4.00,KRW,대출금 상환,,,0.00,13884750.00,13884750.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",5.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,43992.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",6.00,KRW,대출금 상환,,,0.00,92346210.00,92346210.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",7.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,292587.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",8.00,KRW,대출금 상환,,,0.00,84382540.00,84382540.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",9.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,267355.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",10.00,KRW,대출금 상환,,,0.00,7787340.00,7787340.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",11.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,24673.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",12.00,KRW,대출금 상환,,,0.00,17809660.00,17809660.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",13.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,56427.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",14.00,KRW,대출금 상환,,,0.00,41359890.00,41359890.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",15.00,KRW,"1",,,0.00,0.00,0.00,4.64,,"20240429",0.00,131043.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",16.00,KRW,대출금 상환,,,0.00,45078660.00,45078660.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",2.00,KRW,대출금 상환,,,0.00,30933760.00,30933760.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",3.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,19436.00,0.00,0.00,0.00,약정이자,"","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",4.00,KRW,대출금 상환,,,0.00,30817600.00,30817600.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",5.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,19363.00,0.00,0.00,0.00,약정이자,"","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",6.00,KRW,대출금 상환,,,0.00,22870485.00,22870485.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",7.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,14370.00,0.00,0.00,0.00,약정이자,"","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",8.00,KRW,대출금 상환,,,0.00,42821460.00,42821460.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165207","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",9.00,KRW,"1",,,0.00,0.00,0.00,4.60,,"20240429",0.00,26906.00,0.00,0.00,0.00,약정이자,"","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",10.00,KRW,대출금 상환,,,0.00,61677440.00,61677440.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165206","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",44.00,KRW,대출금 상환,,,0.00,16518370.00,16518370.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",45.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,31302.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",46.00,KRW,대출금 상환,,,0.00,12878250.00,12878250.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222535393","20240430",47.00,KRW,"1",,,0.00,0.00,0.00,4.62,,"20240429",0.00,24404.00,0.00,0.00,0.00,약정이자,"","20240430171041","0240506212013",N,,
WP2148635102_02,"2148635102","10000088","544222552670","20240430",0.00,KRW,대출금 상환,,,0.00,33788480.00,33788480.00,0.00,,"",0.00,0.00,0.00,0.00,0.00,"","","20240430165207","0240506212013",N,,
